var_name,type,var_label,has_value_labels,n_unique,missing_share,example_values
mt4,haven_labelled,Ever used a computer or a tablet,TRUE,3,0.042261765394521186,"2, 2, 2, 2, 2"
mt5,haven_labelled,Computer / tablet usage in the last 3 months,TRUE,4,0.9556700226332631,"0, 1, 0, 0, 0"
mt6a,haven_labelled,During the last 3 months: Copy or move a file or folder,TRUE,3,0.9771716225708265,"2, 1, 2, 2, 1"
mt6b,haven_labelled,During the last 3 months: Use a copy / paste in document,TRUE,3,0.9771716225708265,"1, 1, 2, 1, 1"
mt6c,haven_labelled,During the last 3 months: Send e-mail with attached file,TRUE,2,0.9771716225708265,"2, 2, 2, 1, 1"
mt6d,haven_labelled,During the last 3 months: Use a basic arithmetic formula in a spreadsheet,TRUE,2,0.9771716225708265,"2, 1, 2, 2, 1"
mt6e,haven_labelled,During the last 3 months: Connect and install a new device,TRUE,2,0.9771716225708265,"1, 2, 2, 1, 2"
mt6f,haven_labelled,During the last 3 months: Install and configure software,TRUE,2,0.9771716225708265,"2, 2, 2, 1, 2"
mt6g,haven_labelled,During the last 3 months: Create an electronic presentation,TRUE,2,0.9771716225708265,"1, 2, 2, 1, 2"
mt6h,haven_labelled,During the last 3 months: Transfer a file,TRUE,2,0.9771716225708265,"1, 1, 1, 1, 2"
mt6i,haven_labelled,During the last 3 months: Write a computer program,TRUE,2,0.9771716225708265,"2, 2, 2, 2, 2"
mt9,haven_labelled,Ever used internet,TRUE,3,0.058027003824241,"2, 2, 2, 2, 2"
mt10,haven_labelled,Internet usage in the last 3 months,TRUE,5,0.9223444938734098,"0, 0, 3, 3, 3"
mt11,haven_labelled,Own a mobile phone,TRUE,3,0.042261765394521186,"2, 1, 2, 2, 2"
mt12,haven_labelled,Mobile phone usage in the last 3 months,TRUE,5,0.042261765394521186,"0, 3, 1, 2, 0"
cm1,haven_labelled,Ever given birth,TRUE,2,0.042261765394521186,"1, 1, 1, 2, 2"
cm2,haven_labelled,Any sons or daughters living with you,TRUE,2,0.269999219542652,"1, 1, 1, 1, 1"
cm3,numeric,Sons living with you,FALSE,9,0.3082416295949426,"3, 1, 4, 2, 3"
cm4,numeric,Daughters living with you,FALSE,8,0.3082416295949426,"1, 1, 2, 3, 0"
cm5,haven_labelled,Any sons or daughters not living with you,TRUE,2,0.269999219542652,"1, 2, 1, 2, 1"
cm6,numeric,Sons living elsewhere,FALSE,7,0.7440099898540544,"2, 2, 2, 0, 1"
cm7,numeric,Daughters living elsewhere,FALSE,7,0.7440099898540544,"2, 1, 1, 1, 2"
cm8,haven_labelled,Ever had child who later died,TRUE,2,0.042261765394521186,"2, 1, 1, 2, 2"
cm9,numeric,Boys dead,FALSE,7,0.8415671583547959,"1, 0, 0, 1, 2"
cm10,numeric,Girls dead,FALSE,7,0.8415671583547959,"1, 1, 2, 0, 1"
cm11,numeric,Children ever born,FALSE,15,0.042261765394521186,"8, 4, 10, 0, 0"
cm12,haven_labelled,Confirm total number of children ever born,TRUE,2,0.042261765394521186,"1, 1, 1, 1, 1"
cm15,haven_labelled,Check total number of children ever born,TRUE,1,0.23780535393740732,"1, 1, 1, 1, 1"
cm17,haven_labelled,Live births in last two years,TRUE,2,0.23780535393740732,"0, 1, 0, 0, 0"
db2,haven_labelled,Wanted last child then,TRUE,3,0.749863419964099,"1, 2, 1, 1, 1"
db4,haven_labelled,Wanted child later or did not want more children,TRUE,3,0.8799266370092874,"1, 1, 1, 1, 1"
mn2,haven_labelled,Received prenatal care,TRUE,2,0.749863419964099,"1, 1, 1, 1, 1"
mn3a,haven_labelled,Prenatal care provider: Doctor,TRUE,3,0,", , , , "
mn3b,haven_labelled,Prenatal care provider: Nurse/Midwife,TRUE,3,0,", , B, , "
mn3f,haven_labelled,Prenatal care provider: Traditional birth attendant,TRUE,3,0,", , , , "
mn3g,haven_labelled,Prenatal care provider: Community health worker,TRUE,3,0,", , G, , "
mn3x,haven_labelled,Prenatal care provider: Other,TRUE,3,0,", , , , "
mn3nr,character,Prenatal care provider: No Response,FALSE,2,0,", , , , "
mn4au,haven_labelled,Weeks or months pregnent at first prenatal care - unit,TRUE,3,0.7556388043393428,"2, 2, 2, 2, 2"
mn4an,haven_labelled,Weeks or months pregnant at first prenatal care - number,TRUE,16,0.7556388043393428,"5, 6, 5, 1, 3"
mn5,haven_labelled,Times received prenatal care,TRUE,19,0.7556388043393428,"4, 3, 4, 3, 98"
mn6a,haven_labelled,Blood pressure,TRUE,3,0.7556388043393428,"1, 1, 1, 1, 1"
mn6b,haven_labelled,Urine sample,TRUE,3,0.7556388043393428,"1, 2, 2, 2, 2"
mn6c,haven_labelled,Blood sample,TRUE,2,0.7556388043393428,"1, 1, 1, 2, 1"
mn7,haven_labelled,Has own immunization card,TRUE,4,0.749863419964099,"2, 1, 1, 1, 1"
mn8,haven_labelled,Any tetanus toxoid injection during last pregnancy,TRUE,3,0.749863419964099,"1, 2, 1, 1, 1"
mn9,haven_labelled,Doses of tetanus toxoid during last pregnancy,TRUE,8,0.773160071802076,"2, 2, 3, 3, 2"
mn11,haven_labelled,Any tetanus toxoid injection before last pregnancy,TRUE,3,0.9338952626238975,"1, 1, 2, 1, 1"
mn12,haven_labelled,Doses of tetanus toxoid before last pregnancy,TRUE,9,0.9628112073675174,"1, 5, 5, 4, 5"
mn14,haven_labelled,Years ago last tetanus toxoid received before last pregnancy,TRUE,20,0.9628112073675174,"5, 5, 5, 0, 5"
mn16,haven_labelled,Any SP/Fansidar during last pregnancy,TRUE,4,0.749863419964099,"2, 1, 1, 1, 1"
mn17,haven_labelled,Doses of SP/Fansidar during last pregnancy,TRUE,12,0.7673456645594319,"1, 4, 1, 2, 5"
mn18a,haven_labelled,"Received SP/Fansidar during an antenatal care visit, or during another visit: Antenatal visit",TRUE,3,0,", , , , "
mn18b,haven_labelled,"Received SP/Fansidar during an antenatal care visit, or during another visit: Another facility visit",TRUE,3,0,", , , , "
mn18c,haven_labelled,"Received SP/Fansidar during an antenatal care visit, or during another visit: Community health worker",TRUE,3,0,", , , , "
mn18x,haven_labelled,"Received SP/Fansidar during an antenatal care visit, or during another visit: Other source",TRUE,3,0,", , , , "
mn18nr,haven_labelled,"Received SP/Fansidar during an antenatal care visit, or during another visit: No response",TRUE,2,0,", , , , "
mn19a,haven_labelled,Assistance at delivery: Doctor,TRUE,3,0,", , A, , "
mn19b,haven_labelled,Assistance at delivery: Nurse / Midwife,TRUE,3,0,", , B, , "
mn19f,haven_labelled,Assistance at delivery: Traditional birth attendant,TRUE,3,0,", , , , "
mn19g,haven_labelled,Assistance at delivery: Community health worker,TRUE,3,0,", , , , "
mn19h,haven_labelled,Assistance at delivery: Relative / Friend,TRUE,3,0,", , , , "
mn19x,haven_labelled,Assistance at delivery: Other,TRUE,3,0,", , , , "
mn19y,haven_labelled,Assistance at delivery: No one,TRUE,3,0,", , , , "
mn19nr,haven_labelled,Assistance at delivery: No response,TRUE,2,0,", , , , "
mn20,haven_labelled,Place of delivery,TRUE,14,0.749863419964099,"21, 21, 21, 21, 21"
mn21,haven_labelled,Delivery by caesarean section,TRUE,3,0.7576679934441582,"2, 1, 2, 2, 2"
mn22,haven_labelled,Decision made to have caesarean section,TRUE,2,0.9784593771950363,"2, 2, 1, 2, 2"
mn23,haven_labelled,"After the birth, baby was put directly on the bare skin of mothers chest",TRUE,4,0.749863419964099,"1, 8, 1, 2, 1"
mn24,haven_labelled,Baby was wrapped up before being placed on mothers chest,TRUE,4,0.812768282213377,"2, 2, 1, 2, 2"
mn25,haven_labelled,Baby was dried or wiped soon after birth,TRUE,4,0.749863419964099,"1, 8, 1, 1, 1"
mn26u,haven_labelled,Time baby was bathed - unit,TRUE,4,0.749863419964099,"2, 2, 2, 2, 2"
mn26n,haven_labelled,Time baby was bathed - number,TRUE,38,0.749863419964099,"1, 2, 1, 1, 1"
mn28,haven_labelled,What was used to cut the cord,TRUE,6,0.9672598142511512,"3, 3, 1, 1, 1"
mn29,haven_labelled,Instrument used to cut the cord boiled prior to use,TRUE,4,0.9672598142511512,"1, 1, 2, 2, 2"
mn30,haven_labelled,Something applied to the cord after it was cut,TRUE,4,0.749863419964099,"1, 8, 2, 2, 2"
mn31a,haven_labelled,What was applied to the cord: Chlorhexidine,TRUE,2,0,", , A, , "
mn31b,haven_labelled,What was applied to the cord: Other antiseptic,TRUE,2,0,", , , , "
mn31c,haven_labelled,What was applied to the cord: Mustard oil,TRUE,2,0,", , , , "
mn31d,haven_labelled,What was applied to the cord: Ash,TRUE,2,0,", , , , "
mn31e,haven_labelled,What was applied to the cord: Animal dung,TRUE,2,0,", , , , "
mn31x,haven_labelled,What was applied to the cord: Other,TRUE,2,0,", , , , "
mn31z,haven_labelled,What was applied to the cord: DK / Don't remember,TRUE,2,0,", , , , "
mn31nr,haven_labelled,What was applied to the cord: No Response,TRUE,1,0,", , , , "
mn32,haven_labelled,Size of child at birth,TRUE,7,0.749863419964099,"2, 2, 3, 2, 1"
mn33,haven_labelled,Weighed at birth,TRUE,4,0.749863419964099,"1, 1, 1, 1, 1"
mn34a,haven_labelled,Weight from card or recall,TRUE,4,0.7628190119409974,"2, 1, 1, 2, 2"
mn34,haven_labelled,Weight at birth (Kilograms),TRUE,111,0.7628190119409974,"2.7, 3, 3.5, 2, 3"
mn35,haven_labelled,Menstrual period returned since the birth of child,TRUE,3,0.749863419964099,"2, 1, 1, 2, 1"
mn36,haven_labelled,Ever breastfeed,TRUE,3,0.749863419964099,"1, 1, 1, 1, 1"
mn37u,haven_labelled,Time baby put to breast - unit,TRUE,4,0.7523999063451182,"0, 0, 0, 1, 1"
mn37n,haven_labelled,Time baby put to breast - number,TRUE,27,0.7523999063451182,"0, 0, 0, 1, 5"
mn38,haven_labelled,"Within first 3 days after delivery, child given anything to drink other than breast milk",TRUE,3,0.7523999063451182,"2, 2, 2, 2, 2"
mn39a,haven_labelled,Child given to drink: Milk (other than breast milk),TRUE,3,0,", , , , "
mn39b,haven_labelled,Child given to drink: Plain water,TRUE,3,0,", , , , "
mn39c,haven_labelled,Child given to drink: Sugar or glucose water,TRUE,3,0,", , , , "
mn39d,haven_labelled,Child given to drink: Gripe water,TRUE,3,0,", , , , "
mn39e,haven_labelled,Child given to drink: Sugar - salt - water solution,TRUE,2,0,", , , , "
mn39f,haven_labelled,Child given to drink: Fruit juice,TRUE,3,0,", , , , "
mn39g,haven_labelled,Child given to drink: Infant formula,TRUE,3,0,", , , , "
mn39h,haven_labelled,Child given to drink: Tea / Infusions,TRUE,3,0,", , , , "
mn39i,haven_labelled,Child given to drink: Honey,TRUE,3,0,", , , , "
mn39j,haven_labelled,Child given to drink: Prescribed medicine,TRUE,3,0,", , , , "
mn39x,haven_labelled,Child given to drink: Other,TRUE,3,0,", , , , "
mn39y,haven_labelled,Child given to drink: Not given anything to drink,TRUE,3,0,", , , , "
mn39nr,haven_labelled,Child given to drink: No response,TRUE,2,0,", , , , "
pn3u,haven_labelled,Duration of staying in the health facility - unit,TRUE,4,0.7576679934441582,"2, 2, 2, 2, 2"
pn3n,haven_labelled,Duration of staying in the health facility - number,TRUE,26,0.7576679934441582,"1, 3, 1, 2, 1"
pn4,haven_labelled,Baby's health checked before leaving health facility,TRUE,3,0.7576679934441582,"1, 1, 1, 1, 1"
pn5,haven_labelled,Mother's health checked before leaving health facility,TRUE,3,0.7576679934441582,"1, 1, 1, 1, 1"
pn6,haven_labelled,Baby's health checked after leaving health facility,TRUE,3,0.7576679934441582,"1, 2, 1, 1, 2"
pn8,haven_labelled,Baby checked after the delivery was over,TRUE,2,0.99867322250839,"1, 2, 1, 1, 1"
pn9,haven_labelled,Mother checked after the delivery was over,TRUE,2,0.99867322250839,"1, 2, 1, 1, 1"
pn10,haven_labelled,Additional baby check after the delivery,TRUE,2,0.99867322250839,"2, 2, 1, 1, 2"
pn11,haven_labelled,Baby checked after the delivery,TRUE,2,0.9935222040115508,"2, 2, 2, 2, 2"
pn12,haven_labelled,Number of times baby was checked,TRUE,3,0.9095840162335128,"2, 1, 1, 1, 2"
pn13u,haven_labelled,How long after delivery did the first check of baby happen - unit,TRUE,4,0.9095840162335128,"2, 3, 3, 3, 1"
pn13n,haven_labelled,How long after delivery did the first check of baby happen - number,TRUE,21,0.9095840162335128,"1, 1, 1, 6, 5"
pn14a,haven_labelled,Person checking on baby's health: Doctor,TRUE,3,0,", , , , "
pn14b,haven_labelled,Person checking on baby's health: Nurse / Midwife,TRUE,3,0,", , , , "
pn14f,haven_labelled,Person checking on baby's health: Traditional birth attendant,TRUE,3,0,", , , , "
pn14g,haven_labelled,Person checking on baby's health: Community health worker,TRUE,3,0,", , G, , "
pn14h,haven_labelled,Person checking on baby's health: Relative / Friend,TRUE,3,0,", , , , "
pn14x,haven_labelled,Person checking on baby's health: Other,TRUE,3,0,", , , , "
pn14nr,haven_labelled,Person checking on baby's health: No response,TRUE,2,0,", , , , "
pn15,haven_labelled,Place where baby's health was checked,TRUE,14,0.9095840162335128,"12, 11, 11, 21, 11"
pn17,haven_labelled,Mother's health checked after leaving health facility,TRUE,3,0.7576679934441582,"1, 2, 1, 2, 2"
pn19,haven_labelled,Mother's health checked after the delivery was over,TRUE,3,0.99867322250839,"2, 2, 1, 2, 2"
pn20,haven_labelled,Mother's health checked after the birth of the baby,TRUE,2,0.9935222040115508,"2, 1, 1, 2, 2"
pn21,haven_labelled,Number of times mother's health was checked after the birth,TRUE,3,0.9359634745961133,"1, 1, 2, 1, 1"
pn22u,haven_labelled,How long after delivery did the first check of mother happen - unit,TRUE,4,0.9359634745961133,"2, 3, 1, 3, 3"
pn22n,haven_labelled,How long after delivery did the first check of mother happen - number,TRUE,20,0.9359634745961133,"1, 1, 5, 1, 2"
pn23a,haven_labelled,Person checking on mother's health: Doctor,TRUE,2,0,", , , , "
pn23b,haven_labelled,Person checking on mother's health: Nurse / Midwife,TRUE,2,0,", , , , "
pn23f,haven_labelled,Person checking on mother's health: Traditional birth attendant,TRUE,2,0,", , , , "
pn23g,haven_labelled,Person checking on mother's health: Community health worker,TRUE,2,0,", , G, , "
pn23h,haven_labelled,Person checking on mother's health: Relative / Friend,TRUE,2,0,", , , , "
pn23x,haven_labelled,Person checking on mother's health: Other,TRUE,2,0,", , , , "
pn23nr,haven_labelled,Person checking on mother's health: No response,TRUE,1,0,", , , , "
pn24,haven_labelled,Place where mother's health was checked,TRUE,12,0.9359634745961133,"12, 11, 11, 26, 21"
pn25a,haven_labelled,During two days after birth health care provider: Examine cord,TRUE,4,0.749863419964099,"1, 1, 1, 2, 2"
pn25b,haven_labelled,During two days after birth health care provider: Take temperature,TRUE,4,0.749863419964099,"1, 1, 1, 1, 2"
pn25c,haven_labelled,During two days after birth health care provider: Counsel on breastfeeding,TRUE,4,0.749863419964099,"1, 1, 1, 1, 2"
pn27,haven_labelled,During two days after birth health care provider observe child's breastfeeding,TRUE,4,0.7523999063451182,"1, 1, 1, 1, 1"
pn29,haven_labelled,During two days after birth health care provider weighed child again,TRUE,3,0.749863419964099,"1, 1, 2, 2, 2"
pn30,haven_labelled,During two days after birth health care provider gave information on symtomps,TRUE,3,0.749863419964099,"1, 1, 1, 1, 2"
cp1,haven_labelled,Currently pregnant,TRUE,4,0.042261765394521186,"2, 2, 2, 1, 2"
cp2,haven_labelled,Currently using a method to avoid pregnancy,TRUE,3,0.10891282291422774,"1, 1, 2, 2, 1"
cp3,haven_labelled,Ever used a method to avoid pregnancy,TRUE,3,0.5082728478888628,"2, 2, 2, 2, 2"
cp4a,haven_labelled,Current method: Female sterilization,TRUE,2,0,", A, , , "
cp4b,haven_labelled,Current method: Male sterilization,TRUE,2,0,", , , , "
cp4c,haven_labelled,Current method: IUD,TRUE,2,0,", , , , "
cp4d,haven_labelled,Current method: Injectables,TRUE,2,0,", , , , "
cp4e,haven_labelled,Current method: Implants,TRUE,2,0,", , E, , "
cp4f,haven_labelled,Current method: Pill,TRUE,2,0,", , , , "
cp4g,haven_labelled,Current method: Male condom,TRUE,2,0,", , , , "
cp4h,haven_labelled,Current method: Female condom,TRUE,2,0,", , , , "
cp4i,haven_labelled,Current method: Diaphragm,TRUE,2,0,", , , , "
cp4j,haven_labelled,Current method: Foam / Jelly,TRUE,2,0,", , , , "
cp4k,haven_labelled,Lactational amenorrhoea method (LAM),TRUE,2,0,", , , , "
cp4l,haven_labelled,Current method: Periodic abstinence / Rhythm,TRUE,2,0,", , , , "
cp4m,haven_labelled,Current method: Withdrawal,TRUE,2,0,", , , , "
cp4x,haven_labelled,Current method: Other,TRUE,2,0,", , , , "
cp4nr,haven_labelled,Current method: No response,TRUE,1,0,", , , , "
un2,haven_labelled,Wanted to get pregnant at the time,TRUE,3,0.9333489424802934,"1, 1, 1, 2, 2"
un4,haven_labelled,Wanted baby later or did not want more children,TRUE,3,0.969484117692968,"1, 2, 1, 1, 1"
un5,haven_labelled,Would like to have another child (currently pregnant),TRUE,4,0.9333489424802934,"8, 1, 8, 1, 2"
un7,haven_labelled,Would like to have another child (not currently pregnant),TRUE,5,0.16018887067821744,"2, 2, 1, 2, 2"
un8u,haven_labelled,Desired waiting time (unit),TRUE,3,0.47767891984703037,"2, 2, 2, 9, 9"
un8n,haven_labelled,Desired waiting time (number),TRUE,40,0.47767891984703037,"5, 3, 5, 96, 96"
un11,haven_labelled,Able to get pregnant,TRUE,4,0.587762428783267,"2, 1, 2, 2, 2"
un12a,haven_labelled,Reason: Infrequent sex / No sex,TRUE,3,0,", , , A, "
un12b,haven_labelled,Reason: Menopausal,TRUE,3,0,", , , B, "
un12c,haven_labelled,Reason: Never menstruated,TRUE,3,0,", , , , "
un12d,haven_labelled,Reason: Hysterectomy,TRUE,3,0,", , , , "
un12e,haven_labelled,Reason: Trying to get pregnant for 2 years or more without result,TRUE,3,0,", , , , "
un12f,haven_labelled,Reason: Postpartum amenorrheic,TRUE,3,0,", , , , "
un12g,haven_labelled,Reason: Breastfeeding,TRUE,3,0,", , , , "
un12h,haven_labelled,Reason: Too old,TRUE,3,0,", , , , "
un12i,haven_labelled,Reason: Fatalistic,TRUE,3,0,", , , , "
un12x,haven_labelled,Reason: Other,TRUE,3,0,", , , , "
un12z,haven_labelled,Reason: DK,TRUE,3,0,", , , , "
un12nr,haven_labelled,Reason: No response,TRUE,2,0,", , , , "
un14u,haven_labelled,Start of last menstrual period - unit,TRUE,5,0.0489736985873722,"3, 9, 3, 3, 1"
un14n,haven_labelled,Start of last menstrual period - number,TRUE,35,0.0489736985873722,"1, 94, 1, 6, 8"
un16,haven_labelled,"Social activities, school or work days not attended due to menstruation",TRUE,4,0.1969484117692968,"2, 2, 2, 2, 2"
un17,haven_labelled,Availability of private place for washing during last menstrual period,TRUE,3,0.1969484117692968,"1, 2, 2, 1, 1"
un18,haven_labelled,"Used any materials such as sanitary pads, tampons or cloth",TRUE,4,0.1969484117692968,"1, 1, 1, 1, 1"
un19,haven_labelled,Materials reusable,TRUE,3,0.2184500117068602,"2, 1, 2, 2, 1"
dv1a,haven_labelled,If she goes out with out telling husband: wife beating justified,TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
dv1b,haven_labelled,If she neglects the children: wife beating justified,TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
dv1c,haven_labelled,If she argues with husband: wife beating justified,TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
dv1d,haven_labelled,If she refuses sex with husband: wife beating justified,TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
dv1e,haven_labelled,If she burns the food: wife beating justified,TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
vt1,haven_labelled,"Someone taken or tried taking something, by using force or threatening to use force",TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
vt2,haven_labelled,Victimisation happened during the last 12 months,TRUE,3,0.9505970498712245,"2, 1, 1, 2, 1"
vt3,haven_labelled,Number of times victimisation happened in the last year,TRUE,4,0.9661281510965426,"3, 2, 2, 1, 2"
vt5,haven_labelled,"The last time that this happened, was anything stolen",TRUE,3,0.9505970498712245,"1, 2, 1, 1, 2"
vt6,haven_labelled,Person(s) had a weapon,TRUE,4,0.9505970498712245,"2, 2, 2, 2, 2"
vt7a,haven_labelled,"Offender(s) had a knife, a gun or something else used as a weapon: A knife",TRUE,3,0,", , , , "
vt7b,haven_labelled,"Offender(s) had a knife, a gun or something else used as a weapon: A gun",TRUE,3,0,", , , , "
vt7x,haven_labelled,"Offender(s) had a knife, a gun or something else used as a weapon: Other weapon",TRUE,3,0,", , , , "
vt7nr,haven_labelled,"Offender(s) had a knife, a gun or something else used as a weapon: No response",TRUE,2,0,", , , , "
vt8,haven_labelled,Incident reported to the police,TRUE,4,0.9505970498712245,"3, 3, 3, 3, 1"
vt9,haven_labelled,Physically attacked,TRUE,4,0.042261765394521186,"2, 2, 2, 2, 2"
vt10,haven_labelled,Attack happened during the last 12 months,TRUE,3,0.9553578396940607,"1, 1, 2, 2, 2"
vt11,haven_labelled,Number of times attack happened in the last year,TRUE,5,0.9553578396940607,"2, 3, 3, 1, 1"
vt12,haven_labelled,Place attack happened the last time,TRUE,10,0.9553578396940607,"12, 11, 11, 11, 11"
vt13,haven_labelled,Number of people involved in committing the offence,TRUE,5,0.9553578396940607,"1, 1, 1, 1, 3"
vt14,haven_labelled,At least one of the offender(s) recognized at the time of the incident,TRUE,4,0.9553578396940607,"1, 1, 1, 1, 1"
vt17,haven_labelled,Person(s) had a weapon,TRUE,4,0.9553578396940607,"2, 2, 2, 2, 2"
vt18a,haven_labelled,"Offender(s) had a knife, a gun or something else used as a weapon: A knife",TRUE,3,0,", , , , "
vt18b,haven_labelled,"Offender(s) had a knife, a gun or something else used as a weapon: A gun",TRUE,3,0,", , , , "
vt18x,haven_labelled,"Offender(s) had a knife, a gun or something else used as a weapon: Other weapon",TRUE,3,0,", , , , "
vt18nr,haven_labelled,"Offender(s) had a knife, a gun or something else used as a weapon: No response",TRUE,2,0,", , , , "
vt19,haven_labelled,Incident reported to the police,TRUE,5,0.9553578396940607,"3, 3, 3, 3, 3"
vt20,haven_labelled,Feeling safe walking alone in neighbourhood after dark,TRUE,6,0.042261765394521186,"7, 2, 3, 3, 2"
vt21,haven_labelled,Feeling safe at home alone after dark,TRUE,6,0.042261765394521186,"4, 1, 2, 2, 2"
vt22a,haven_labelled,"In the past 12 months, felt discriminated: Ethnic or immigration origin",TRUE,4,0.042261765394521186,"2, 2, 1, 2, 2"
vt22b,haven_labelled,"In the past 12 months, felt discriminated: Gender",TRUE,4,0.042261765394521186,"2, 2, 2, 2, 1"
