var_name,type,var_label,has_value_labels,n_unique,missing_share,example_values
ucd2c,haven_labelled,Shook child,TRUE,2,0.20650009634530156,"2, 2, 2, 2, 1"
ucd2d,haven_labelled,"Shouted, yelled or screamed at child",TRUE,2,0.20650009634530156,"2, 2, 1, 1, 1"
ucd2e,haven_labelled,Gave child something else to do,TRUE,2,0.20650009634530156,"2, 2, 2, 2, 1"
ucd2f,haven_labelled,"Spanked, hit or slapped child on bottom with bare hand",TRUE,2,0.20650009634530156,"2, 2, 2, 2, 1"
ucd2g,haven_labelled,"Hit child on the bottom or elsewhere with belt, brush, stick, etc.",TRUE,2,0.20650009634530156,"2, 2, 2, 2, 1"
ucd2h,haven_labelled,"Called child dumb, lazy or another name",TRUE,2,0.20650009634530156,"2, 2, 2, 2, 2"
ucd2i,haven_labelled,"Hit or slapped child on the face, head or ears",TRUE,2,0.20650009634530156,"2, 2, 2, 2, 2"
ucd2j,haven_labelled,"Hit or slapped child on the hand, arm or leg",TRUE,2,0.20650009634530156,"2, 2, 2, 2, 1"
ucd2k,haven_labelled,Beat child up as hard as one could,TRUE,2,0.20650009634530156,"2, 2, 2, 2, 2"
ucd3,haven_labelled,Mother / Caretaker of another child age under 5 or selected child age 5-17,TRUE,2,0.20650009634530156,"1, 1, 1, 1, 1"
ucd4,haven_labelled,Already responded to question UCD5 or FCD5,TRUE,2,0.38383968141820285,"1, 1, 2, 1, 2"
ucd5,haven_labelled,Child needs to be physically punished to be brought up properly,TRUE,3,0.5354871860748924,"2, 1, 2, 2, 1"
ucf2,haven_labelled,Child wear glasses,TRUE,2,0.41222943027811676,"2, 2, 2, 2, 2"
ucf3,haven_labelled,Child uses hearing aid,TRUE,2,0.41222943027811676,"2, 2, 2, 2, 2"
ucf4,haven_labelled,Child uses any equipment or receive assistance for walking,TRUE,2,0.41222943027811676,"2, 2, 2, 2, 2"
ucf7,haven_labelled,Child has difficulty seeing,TRUE,4,0.41222943027811676,"1, 1, 1, 1, 1"
ucf9,haven_labelled,Child has difficulty hearing sounds like people voices or music,TRUE,4,0.41222943027811676,"1, 2, 1, 1, 1"
ucf11,haven_labelled,Without using equipment or assistance child has difficulty walking,TRUE,3,0.9929346778855418,"2, 2, 2, 2, 2"
ucf12,haven_labelled,When using equipment or assistance child has difficulty walking,TRUE,4,0.9929346778855418,"1, 2, 1, 1, 1"
ucf13,haven_labelled,"Compared with children of the same age, child has difficulty walking",TRUE,4,0.41929475239257497,"1, 1, 1, 1, 1"
ucf14,haven_labelled,"Compared with children of the same age, child has difficulty picking upsmall objects with his/her hand",TRUE,4,0.41222943027811676,"1, 1, 1, 1, 1"
ucf15,haven_labelled,Child has difficulty understanding parent/caretaker,TRUE,4,0.41222943027811676,"1, 1, 1, 1, 1"
ucf16,haven_labelled,Child has difficulty being understood by parent/caretaker when speaks,TRUE,4,0.41222943027811676,"1, 1, 1, 1, 1"
ucf17,haven_labelled,"Compared with children of the same age, child has difficulty learning things",TRUE,4,0.41222943027811676,"1, 1, 2, 1, 1"
ucf18,haven_labelled,"Compared with children of the same age, child has difficulty playing",TRUE,4,0.41222943027811676,"1, 1, 1, 1, 1"
ucf19,haven_labelled,"Compared with children of the same age, how much child kick, bite or hit other children or adults",TRUE,5,0.41222943027811676,"1, 1, 1, 1, 3"
bd2,haven_labelled,Child ever been breastfed,TRUE,2,0.3891707881045668,"1, 1, 1, 1, 1"
bd3,haven_labelled,Child still being breastfed,TRUE,3,0.39681418202838975,"2, 1, 1, 1, 2"
bd4,haven_labelled,Child drank anything from a bottle with a nipple yesterday,TRUE,3,0.5949643522384225,"2, 2, 2, 2, 2"
bd5,haven_labelled,Child drank ORS yesterday,TRUE,3,0.5949643522384225,"2, 2, 2, 2, 2"
bd6,haven_labelled,Child drank or ate vitamin or mineral supplements yesterday,TRUE,3,0.5949643522384225,"2, 2, 2, 1, 2"
bd7a,haven_labelled,Child drank plain water yesterday,TRUE,3,0.5949643522384225,"2, 1, 2, 1, 1"
bd7b,haven_labelled,Child drank juice or juice drinks yesterday,TRUE,3,0.5949643522384225,"2, 2, 2, 2, 2"
bd7c,haven_labelled,Child drank clear broth/clear soup yesterday,TRUE,3,0.5949643522384225,"2, 1, 2, 2, 1"
bd7d,haven_labelled,Child drank infant formula yesterday,TRUE,3,0.5949643522384225,"2, 2, 2, 2, 2"
bd7d1,haven_labelled,Times child drank infant formula,TRUE,8,0.9918427644678528,"3, 1, 1, 2, 1"
bd7e,haven_labelled,Child drank milk from animals yesterday,TRUE,3,0.5949643522384225,"2, 2, 2, 2, 1"
bd7e1,haven_labelled,Times child drank milk from animals,TRUE,8,0.9851628235596377,"3, 1, 1, 6, 2"
bd7x,haven_labelled,Child drank any other liquid yesterday,TRUE,3,0.5949643522384225,"2, 2, 2, 1, 2"
bd8a,haven_labelled,Child ate yogurt yesterday,TRUE,3,0.5948358918363414,"2, 2, 2, 2, 2"
bd8a1,haven_labelled,Times ate yogurt,TRUE,6,0.9845205215492324,"3, 2, 1, 1, 1"
bd8b,haven_labelled,"Child ate fortified baby food (gerber, hero, cerelac, nestum, etc.) yesterday",TRUE,3,0.5948358918363414,"2, 2, 2, 2, 2"
bd8c,haven_labelled,Child ate foods made from grains yesterday,TRUE,3,0.5948358918363414,"2, 1, 2, 1, 2"
bd8d,haven_labelled,"Child ate pumpkin, carrots, squash etc. that are yellow or orange inside yesterday",TRUE,3,0.5948358918363414,"2, 2, 2, 2, 1"
bd8e,haven_labelled,"Child ate white potatoes, white yams, manioc, cassava etc. any other foods made from roots yesterday",TRUE,3,0.5948358918363414,"2, 1, 2, 2, 1"
bd8f,haven_labelled,Child ate green leafy vegetables yesterday,TRUE,3,0.5948358918363414,"2, 2, 2, 2, 1"
bd8g,haven_labelled,"Child ate ripe mangoes, papayas etc. any other vitamin A-rich fruits yesterday",TRUE,3,0.5948358918363414,"2, 2, 2, 1, 1"
bd8h,haven_labelled,Child ate other fruits or vegetables yesterday,TRUE,3,0.5948358918363414,"2, 1, 2, 2, 2"
bd8i,haven_labelled,"Child ate liver, kidney, heart or other organ meat yesterday",TRUE,3,0.5948358918363414,"2, 2, 2, 2, 2"
bd8j,haven_labelled,"Child ate meat, such as beef, pork, lamb, goat, chicken, duck yesterday",TRUE,3,0.5948358918363414,"2, 2, 2, 2, 2"
bd8k,haven_labelled,Child ate eggs yesterday,TRUE,3,0.5948358918363414,"2, 2, 2, 2, 2"
bd8l,haven_labelled,Child ate fresh or dried fish or shellfish yesterday,TRUE,3,0.5948358918363414,"2, 2, 2, 2, 1"
bd8m,haven_labelled,"Child ate beans, peas, lentils or nuts or any food made from these yesterday",TRUE,3,0.5948358918363414,"2, 2, 2, 1, 1"
bd8n,haven_labelled,Child ate cheese or other food made from milk yesterday,TRUE,3,0.5948358918363414,"2, 2, 2, 2, 2"
bd8x,haven_labelled,"Child ate other solid, semi-solid or soft food yesterday",TRUE,3,0.5948358918363414,"2, 1, 2, 2, 2"
bd9,haven_labelled,Times child ate solid or semi-solid food,TRUE,9,0.6873916115357441,"3, 4, 6, 2, 5"
bd8dummy,haven_labelled,Dummy for BD8 explanation,TRUE,1,0.5948358918363414,"1, 1, 1, 1, 1"
im2,haven_labelled,Vaccination card for child,TRUE,4,0.3891707881045668,"1, 1, 1, 1, 1"
im3,haven_labelled,Ever had vaccination card,TRUE,2,0.8841287173228852,"1, 1, 1, 1, 1"
im5,haven_labelled,Card - document seen,TRUE,4,0.4921960305735757,"1, 4, 1, 4, 1"
im6bd,haven_labelled,Day of BCG immunization,TRUE,34,0.5181450317939496,"25, 5, 23, 13, 21"
im6bm,haven_labelled,Month of BCG immunization,TRUE,12,0.5393409981373242,"2, 3, 11, 6, 9"
im6by,haven_labelled,Year of BCG immunization,TRUE,5,0.5393409981373242,"2017, 2019, 2017, 2017, 2019"
im6p0d,haven_labelled,Day of Polio (OPV) (at birth) immunization,TRUE,34,0.5181450317939496,"25, 5, 23, 13, 21"
im6p0m,haven_labelled,Month of Polio (OPV) (at birth) immunization,TRUE,12,0.5670242147857922,"2, 3, 11, 6, 9"
im6p0y,haven_labelled,Year of Polio (OPV) (at birth) immunization,TRUE,5,0.5670242147857922,"2017, 2019, 2017, 2017, 2019"
im6p1d,haven_labelled,Day of Polio1 (OPV) immunization,TRUE,34,0.5181450317939496,"24, 23, 25, 27, 28"
im6p1m,haven_labelled,Month of Polio1 (OPV) immunization,TRUE,12,0.5654826899608196,"4, 4, 1, 7, 11"
im6p1y,haven_labelled,Year of Polio1 (OPV) immunization,TRUE,5,0.5654826899608196,"2017, 2019, 2018, 2017, 2019"
im6p2d,haven_labelled,Day of Polio2 (OPV) immunization,TRUE,34,0.5181450317939496,"22, 3, 23, 24, 27"
im6p2m,haven_labelled,Month of Polio2 (OPV) immunization,TRUE,12,0.5877063395208427,"5, 6, 2, 8, 12"
im6p2y,haven_labelled,Year of Polio2 (OPV) immunization,TRUE,5,0.5877063395208427,"2017, 2019, 2018, 2017, 2019"
im6p3d,haven_labelled,Day of Polio3 (OPV) immunization,TRUE,34,0.5181450317939496,"26, 15, 29, 28, 30"
im6p3m,haven_labelled,Month of Polio3 (OPV) immunization,TRUE,12,0.6101226796839874,"6, 7, 3, 9, 1"
im6p3y,haven_labelled,Year of Polio3 (OPV) immunization,TRUE,5,0.6101226796839874,"2017, 2019, 2018, 2017, 2020"
im6id,haven_labelled,Day of Polio (IPV) immunization,TRUE,35,0.5181450317939496,"0, 15, 29, 28, 30"
im6im,haven_labelled,Month of Polio (IPV) immunization,TRUE,12,0.7797546406320252,"7, 3, 8, 1, 1"
im6iy,haven_labelled,Year of Polio (IPV) immunization,TRUE,5,0.7797546406320252,"2019, 2018, 2017, 2020, 2019"
im6penta1d,haven_labelled,Day of Pentavalent (DPTHibHepB) 1 immunization,TRUE,34,0.5181450317939496,"24, 23, 22, 27, 28"
im6penta1m,haven_labelled,Month of Pentavalent (DPTHibHepB) 1 immunization,TRUE,12,0.5708137966471835,"4, 4, 2, 7, 11"
im6penta1y,haven_labelled,Year of Pentavalent (DPTHibHepB) 1 immunization,TRUE,5,0.5708137966471835,"2017, 2019, 2018, 2017, 2019"
im6penta2d,haven_labelled,Day of Pentavalent (DPTHibHepB) 2 immunization,TRUE,34,0.5181450317939496,"22, 3, 23, 24, 27"
im6penta2m,haven_labelled,Month of Pentavalent (DPTHibHepB) 2 immunization,TRUE,12,0.5913032307791123,"5, 6, 2, 8, 12"
im6penta2y,haven_labelled,Year of Pentavalent (DPTHibHepB) 2 immunization,TRUE,5,0.5913032307791123,"2017, 2019, 2018, 2017, 2019"
im6penta3d,haven_labelled,Day of Pentavalent (DPTHibHepB) 3 immunization,TRUE,34,0.5181450317939496,"26, 15, 29, 28, 30"
im6penta3m,haven_labelled,Month of Pentavalent (DPTHibHepB) 3 immunization,TRUE,12,0.6119853555141628,"6, 7, 3, 9, 1"
im6penta3y,haven_labelled,Year of Pentavalent (DPTHibHepB) 3 immunization,TRUE,5,0.6119853555141628,"2017, 2019, 2018, 2017, 2020"
im6pcv1d,haven_labelled,Day of Pneumococcal (Conjugate) 1 immunization,TRUE,34,0.5181450317939496,"24, 23, 22, 27, 28"
im6pcv1m,haven_labelled,Month of Pneumococcal (Conjugate) 1 immunization,TRUE,12,0.6071038602350826,"4, 4, 2, 7, 11"
im6pcv1y,haven_labelled,Year of Pneumococcal (Conjugate) 1 immunization,TRUE,5,0.6071038602350826,"2017, 2019, 2018, 2017, 2019"
im6pcv2d,haven_labelled,Day of Pneumococcal (Conjugate) 2 immunization,TRUE,34,0.5181450317939496,"22, 3, 23, 24, 27"
im6pcv2m,haven_labelled,Month of Pneumococcal (Conjugate) 2 immunization,TRUE,12,0.625730618536836,"5, 6, 2, 8, 12"
im6pcv2y,haven_labelled,Year of Pneumococcal (Conjugate) 2 immunization,TRUE,4,0.625730618536836,"2017, 2019, 2018, 2017, 2019"
im6pcv3d,haven_labelled,Day of Pneumococcal (Conjugate) 3 immunization,TRUE,34,0.5181450317939496,"26, 15, 29, 28, 30"
im6pcv3m,haven_labelled,Month of Pneumococcal (Conjugate) 3 immunization,TRUE,12,0.6448712184469138,"6, 7, 3, 9, 1"
im6pcv3y,haven_labelled,Year of Pneumococcal (Conjugate) 3 immunization,TRUE,5,0.6448712184469138,"2017, 2019, 2018, 2017, 2020"
im6r1d,haven_labelled,Day of Rotavirus 1 immunization,TRUE,34,0.5181450317939496,"24, 23, 0, 27, 28"
im6r1m,haven_labelled,Month of Rotavirus 1 immunization,TRUE,12,0.5788425717772496,"4, 4, 7, 11, 11"
im6r1y,haven_labelled,Year of Rotavirus 1 immunization,TRUE,5,0.5788425717772496,"2017, 2019, 2017, 2019, 2018"
im6r2d,haven_labelled,Day of Rotavirus 2 immunization,TRUE,34,0.5181450317939496,"22, 23, 0, 24, 27"
im6r2m,haven_labelled,Month of Rotavirus 2 immunization,TRUE,12,0.6017727535487186,"5, 4, 8, 12, 12"
im6r2y,haven_labelled,Year of Rotavirus 2 immunization,TRUE,5,0.6017727535487186,"2017, 2019, 2017, 2019, 2019"
im6m1d,haven_labelled,Day of MMR/MR 1 immunization,TRUE,34,0.5181450317939496,"26, 0, 0, 17, 0"
im6m1m,haven_labelled,Month of MMR/MR 1 immunization,TRUE,12,0.7122486993384289,"12, 4, 7, 8, 4"
im6m1y,haven_labelled,Year of MMR/MR 1 immunization,TRUE,5,0.7122486993384289,"2017, 2018, 2019, 2019, 2019"
im6m2d,haven_labelled,Day of MMR/MR 2 immunization,TRUE,34,0.5181450317939496,"28, 0, 27, 27, 0"
im6m2m,haven_labelled,Month of MMR/MR 2 immunization,TRUE,14,0.8486094161474725,"4, 9, 9, 1, 12"
im6m2y,haven_labelled,Year of MMR/MR 2 immunization,TRUE,7,0.8486094161474725,"2018, 2018, 2018, 2020, 2019"
im6vitad,haven_labelled,Day of Vitamin A,TRUE,34,0.5181450317939496,"0, 0, 27, 28, 0"
im6vitam,haven_labelled,Month of Vitamin A,TRUE,13,0.9391097694135783,"6, 3, 10, 11, 7"
im6vitay,haven_labelled,Year of Vitamin A,TRUE,4,0.9391097694135783,"2019, 2018, 2019, 2019, 2019"
im6albd,haven_labelled,Day of Deworming (Albendazole),TRUE,34,0.5181450317939496,"0, 0, 3, 0, 0"
im6albm,haven_labelled,Month of Deworming (Albendazole),TRUE,12,0.971353330335924,"12, 11, 7, 7, 2"
im6alby,haven_labelled,Year of Deworming (Albendazole),TRUE,4,0.971353330335924,"2018, 2019, 2019, 2019, 2020"
im8a,haven_labelled,Participate in 2019 Child Health Day/Campaign,TRUE,3,0.6368424433168476,"2, 2, 2, 2, 2"
im8b,haven_labelled,Participate in 2018 Child Health Day/Campaign,TRUE,3,0.6368424433168476,"2, 2, 2, 2, 8"
im8c,haven_labelled,Participate in 2017 Child Health Day/Campaign,TRUE,3,0.6368424433168476,"2, 2, 2, 2, 2"
im9,haven_labelled,"Child received any other vaccinations during campaigns, immunization days or child health days",TRUE,2,0.6368424433168476,"2, 2, 8, 2, 2"
im11,haven_labelled,Child ever received any vaccinations,TRUE,3,0.8710257563106173,"1, 2, 1, 1, 1"
im12a,haven_labelled,Participate in 2019 Child Health Day/Campaign,TRUE,3,0.8710257563106173,"2, 8, 2, 1, 2"
im12b,haven_labelled,Participate in 2018 Child Health Day/Campaign,TRUE,3,0.8710257563106173,"2, 8, 2, 1, 2"
im12c,haven_labelled,Participate in 2017 Child Health Day/Campaign,TRUE,3,0.8710257563106173,"2, 8, 2, 1, 2"
im14,haven_labelled,Child ever given BCG vaccination,TRUE,3,0.8920290320508704,"1, 1, 1, 1, 1"
im15,haven_labelled,Hepatitis B vaccination received within 24 hours after birth,TRUE,4,0.8920290320508704,"1, 1, 1, 2, 2"
im16,haven_labelled,Child ever given Polio drops,TRUE,3,0.8920290320508704,"1, 1, 1, 1, 1"
im17,haven_labelled,Polio drops in the first two weeks after birth,TRUE,3,0.8949836212987347,"1, 1, 1, 1, 1"
im18,haven_labelled,Times received Polio drops,TRUE,8,0.8949836212987347,"2, 3, 1, 4, 3"
im19,haven_labelled,Child got injection against Polio with last Polio drops,TRUE,3,0.8949836212987347,"1, 1, 1, 1, 1"
im20,haven_labelled,Child ever given Pentavelent vaccination,TRUE,3,0.8920290320508704,"1, 8, 1, 1, 1"
im21,haven_labelled,Times received Pentavelent vaccination,TRUE,8,0.8980024407476396,"2, 8, 3, 3, 3"
im22,haven_labelled,Child ever given Pneumococcal Conjugate vaccination,TRUE,3,0.8920290320508704,"1, 1, 8, 1, 1"
im23,haven_labelled,Times received Pneumococcal Conjugate vaccination,TRUE,7,0.9060954460787463,"2, 3, 3, 3, 3"
im24,haven_labelled,Child ever given Rotavirus vaccination,TRUE,3,0.8920290320508704,"1, 1, 8, 1, 1"
im25,haven_labelled,Times received Rotavirus vaccination,TRUE,7,0.9035904682381656,"2, 3, 2, 2, 2"
im26,haven_labelled,Child ever given MMR/MR vaccination,TRUE,3,0.8920290320508704,"2, 1, 8, 2, 1"
im26a,haven_labelled,Times received MMR/MR vaccination,TRUE,6,0.9084077333162053,"2, 2, 1, 1, 2"
ca1,haven_labelled,Child had diarrhoea in last 2 weeks,TRUE,4,0.007193782516539277,"2, 2, 2, 2, 2"
ca3,haven_labelled,Child drank less or more during diarrhoea,TRUE,7,0.7595221273042585,"1, 3, 5, 8, 3"
ca4,haven_labelled,Child ate less or more during diarrhoea,TRUE,8,0.7595221273042585,"1, 4, 4, 7, 2"
ca5,haven_labelled,Sought advice or treatment for the diarrhoea from any source,TRUE,4,0.7595221273042585,"1, 2, 1, 1, 1"
ca6a,haven_labelled,Place sought care: Government hospital,TRUE,3,0,", , , , "
ca6b,haven_labelled,Place sought care: Government health centre,TRUE,3,0,", , , , "
ca6c,haven_labelled,Place sought care: Government health post,TRUE,3,0,", , , , "
ca6d,haven_labelled,Place sought care: Community health worker,TRUE,3,0,", , , , "
ca6e,haven_labelled,Place sought care: Mobile / Outreach clinic,TRUE,3,0,", , , , "
ca6h,haven_labelled,Place sought care: Other public medical,TRUE,3,0,", , , , "
ca6i,haven_labelled,Place sought care: Private hospital / clinic,TRUE,3,0,", , , , "
ca6j,haven_labelled,Place sought care: Private physician,TRUE,3,0,", , , , "
ca6k,haven_labelled,Place sought care: Private pharmacy,TRUE,3,0,", , , , "
ca6l,haven_labelled,Place sought care: Community health worker (Non Government),TRUE,3,0,", , , , "
ca6m,haven_labelled,Place sought care: Private mobile clinic,TRUE,3,0,", , , , "
ca6o,haven_labelled,Place sought care: Other private medical,TRUE,3,0,", , , , "
ca6s,haven_labelled,Place sought care: Cham/Mission hospital,TRUE,3,0,", , , , "
ca6t,haven_labelled,Place sought care: Cham/Mission Health centre,TRUE,3,0,", , , , "
ca6w,haven_labelled,Place sought care: DK public or private,TRUE,3,0,", , , , "
ca6p,haven_labelled,Place sought care: Relative / Friend,TRUE,3,0,", , , , "
ca6q,haven_labelled,Place sought care: Shop / Market / Street,TRUE,3,0,", , , , "
ca6r,haven_labelled,Place sought care: Traditional practitioner,TRUE,3,0,", , , , "
ca6x,haven_labelled,Place sought care: Other,TRUE,3,0,", , , , "
ca6z,haven_labelled,Place sought care: DK/Don't remember,TRUE,2,0,", , , , "
ca6nr,haven_labelled,Place sought care: No response,TRUE,2,0,", , , , "
ca7a,haven_labelled,Child given ORS packet solution,TRUE,3,0.7595221273042585,"1, 1, 2, 1, 1"
ca7b,haven_labelled,Child given ORS fluid,TRUE,3,0.7595221273042585,"2, 2, 2, 1, 2"
